11.06,POC Table,choice=Service,Specifies service.,0..1,-- see Organization Metadata Set,Section 5.3,-,"<ms:Type ms:value=""Industry""/>",,
11.07,POC Table,Description,This field provides an account of the POC.,0..1,text,-,<ms:Description><ms:Text>The chief architect of the model</ms:Text></ms:Description>,<ms:Description><ms:Text>performer on the task that developed resource</ms:Text></ms:Description>,,
11.08,POC Table,Releasability,Information about the releasability of the POC information.,0..1,-- see Releasability Metadata Set,Section 4.23,<ms:Releasability/>,<ms:Releasability/>,,
11.09,POC Table,Security,Information about the security of the POC information.,0..1,-- see Security Metadata Set (Sublevel – Optional),Section 4.24,<ms:Security/>,<ms:Security/>,,
11.1,POC Table,Image,Allows an image to be identified with the POC.,0..1,-- see Image Metadata Set,Section 4.14,<ms:Image/>,<ms:Image/>,,
11.11,POC Table,other,Specifies other information deemed relevant by the author of the Resource Metacard.,0..many,any,-,<ms:POC/>,<ms:POC/>,,
11.12,POC Table,Organization,Organization information for the POC (not typically used when choice=Person or choice=PersonRef is populated),0..1,text,-,-,"<ms:Organization><ms:Name ms:value=""SprocketSim, Inc""/></ms:Organization>",,
11.13,POC Table,Phone,Phone contact information for the POC.,0..1,text,-,"<ms:Phone ms:type=""work"" ms:number=""703-360-3767""/>","<ms:Phone ms:type=""work"" ms:number=""703-360-3767""/>",,
11.14,POC Table,Email,Email contact information for the POC.,0..1,text,-,"<ms:Email ms:type=""work"" ms:address=""jdavidson@sprocketsim.com""/>","<ms:Email ms:type=""work"" ms:address=""jdavidson@sprocketsim.com""/>",,
11.15,POC Table,WebAddress,Website URL associated with the POC.,0..1,URI,-,"<ms:WebAddress ms:value=""http://www.sprocketsim.com""/>","<ms:WebAddress ms:value=""http://www.sprocketsim.com""/>",,
11.16,POC Table,ContactInstruction,Instructions for contacting the POC.,0..1,text,-,"<ms:ContactInstruction ms:value=""Leave message at help desk if no answer.""/>","<ms:ContactInstruction ms:value=""For general assistance, dial 0 for an operator""/>",,
12,Top Level Table,Metadata Component,Description,Occurs,Values,Comment,Example,XML,,
12.01,Keyword Table,value,This field specifies the word or concept that is addressed by the Resource.,1,text,"The value for a keyword must be supplied. For clarity within the text, a hashtag value in the form #word can be used to identify any term that is discoverable within the taxonomy identified in the supporting taxonomy attribute.",simulation,"<ms:Keyword ddms:value=""simulation""/>",,
12.02,Keyword Table,taxonomy,"Specifies a taxonomy identifier pertaining to a domain vocabulary source, which is applicable in describing the Keyword component.",0..1,text,"The value of the taxonomy attribute should match with an identifier value associated within a Related Taxonomy (see Section 4.16). If taxonomy was identified by the Resource component, one does not need to be identified here unless the taxonomy being used for describing this component is different.",missile_defense,"<ms:Keyword ms:taxonomy=""missile_defense""/>",,
12.03,Keyword Table,Releasability,Information about the releasability of the title information.,0..1,-- see Releasability Metadata Set,Section 4.23,-,-,,
12.04,Keyword Table,Security,Information about the security of the title information.,0..1,-- see Security Metadata Set (Sublevel – Optional),Section 4.24,-,-,,
12.05,Keyword Table,other,Specifies other information deemed relevant by the author of the Resource.,0..many,any,-,-,-,,
13,Top Level Table,Metadata Component,Description,Occurs,Values,Comment,Example,XML,,
13.01,Image Table,src,Specifies the location for the image.,1,anyURI,Location described using a URI.,http://www.simrus.com/missile.jpg,"<ms:src=""http://www.simrus.com/missile.jpg""/>",,
13.02,Image Table,type,This field holds the image type being represented.,1,"BMP, GIF, JPG, PNG, TIFF, other text",-,JPG,"<ms:type=""JPG""/>",,
13.03,Image Table,height,This field specifies the pixel height of the Image represented in the Image field.,0..1,short,-,32,"<ms:height=""32""/>",,
13.04,Image Table,width,This field specifies the pixel width of the image represented in the Image field.,0..1,short,-,32,"<ms:width=""32""/>",,
13.05,Image Table,alt,This field specifies an alternative text in case the image represented in the Image field cannot be displayed.,0..1,text,-,Ballistic Algo,"<ms:alt=""Ballistic Algo""/>",,
13.06,Image Table,Releasability,Information about the releasability of the title information.,0..1,-- see Releasability Metadata Set,Section 4.23,-- see Releasability Metadata Set for example,<ms:Releasability/>,,
13.07,Image Table,Security,Information about the security of the title information.,0..1,-- see Security Metadata Set (Sublevel – Optional),Section 4.24,-- see Security Metadata Set for example,<ms:Security/>,,
13.08,Image Table,other,Specifies other Image information deemed relevant by the author of the Resource.,0..many,any,-,na,"<ms:Image ms:other=""na""/>",,
14,Top Level Table,Metadata Component,Description,Occurs,Values,Comment,Example,XML,,
14.01,Virtual Coverage Table,protocol,The type of rules for data transfer that apply to the Virtual Address.,0..1,text,"TCP, UDP, http, etc. For clarity within the text, a hashtag value in the form #word can be used to identify any term that is discoverable within the taxonomy identified in the supporting taxonomy attribute.",TCP/IP,"<ddms:protocol=""TCP/IP""/>",,
14.02,Virtual Coverage Table,address,"A computer or telecommunications network address, or a network name or locale.",0..1,text,"The form of this will depend on the network protocol in use; whether a specific node or an entire subnet is being addressed, etc. Examples of virtual addresses are Internet protocol (IP) octets and uniform Resource locators (URLs), or a network name or locale.",123.456.789.101,"<ddms:address=""123.456.789.101""/>",,
14.03,Virtual Coverage Table,taxonomy,"Specifies a taxonomy identifier pertaining to a domain vocabulary source, which is applicable in describing the Virtual Coverage component.",0..1,text,"Any component within an MSC-DMS based metacard, which describes or reflects unique semantic information, can be marked by a specific taxonomy identifier to increase semantic interoperability. The value of the taxonomy attribute should match with an identifier value associated within a Related Taxonomy (see Section 4.16).",-,"<ddms:taxonomy=""""/>",,
14.04,Virtual Coverage Table,Description,Information further describing this virtual coverage.,0..1,text,"For clarity within the text, a hashtag value in the form #word can be used to identify any term that is discoverable within the taxonomy identified in the supporting taxonomy attribute.",-,"<ddms:description=""""/>",,
14.05,Virtual Coverage Table,Releasability,Information about the releasability of the title information.,0..1,-- see Releasability Metadata Set,Section 4.23,-,<ddms:Releasability/>,,
14.06,Virtual Coverage Table,Security,Information about the security of the Resource.,0..1,-- see Security Metadata Set (Sublevel – Optional),Section 4.24,-,<ddms:Security/>,,
14.07,Virtual Coverage Table,other,Specifies other information deemed relevant by the author of the Resource.,0..many,any,-,-,"<ddms:other=""""/>",,
15,Top Level Table,Metadata Component,Description,Occurs,Values,Comment,Example,XML,,
15.01,Temporal Coverage Table,taxonomy,"Specifies a taxonomy identifier pertaining to a domain vocabulary source, which is applicable in describing the Temporal Coverage component.",0..1,text,"Any component within an MSC-DMS based metacard, which describes or reflects unique semantic information, can be marked by a specific taxonomy identifier to increase semantic interoperability. The value of the taxonomy attribute should match with an identifier value associated within a Related Taxonomy (see Section 4.16).",-,"<ms:taxonomy=""""/>",,
15.02,Temporal Coverage Table,name,A name to identify a time period/era.,0..1,text,"The default value for Time Period is ""unknown.""",GMT Start,<ms:name>GMT Start</ms:name>,,
15.03,Temporal Coverage Table,start,The start date of a period of time.,1,text,"The default value for Date Start is ""unknown.""",2001-12-17T08:30:46.0Z,<ms:start>2001-12-17T08:30:46.0Z</ms:start>,,
15.04,Temporal Coverage Table,end,The end date of a period of time.,1,text,"The default value for Date End is ""unknown.""",2004-09-17T08:36:56.0Z,<ms:end>2004-09-17T08:36:56.0Z</ms:end>,,
15.05,Temporal Coverage Table,Description,Information about the temporal coverage.,0..1,text,"For clarity within the text, a hashtag value in the form #word can be used to identify any term that is discoverable within the taxonomy identified in the supporting taxonomy attribute.",Start time for Exercise A1,<ms:Description>Start time for Exercise A1</ms:Description>,,
15.06,Temporal Coverage Table,Releasability,Information about the releasability of the title information.,0..1,-- see Releasability Metadata Set,Section 4.23,-,<ms:Releasability/>,,
15.07,Temporal Coverage Table,Security,Information about the security of the Resource.,0..1,-- see Security Metadata Set (Sublevel – Optional),Section 4.24,-,<ms:Security/>,,
15.08,Temporal Coverage Table,other,Specifies other information deemed relevant by the author of the Resource.,0..many,any,-,-,"<ms:other=""""/>",,
16,Top Level Table,Metadata Component,Description,Occurs,Values,Comment,Example,,,
16.01,Geospatial Coverage Table,Geographic Identifier,Identifier associated with Geospatial content if applicable.,0..1,text,"This component must contain one or more name, region, country code or facility identifier components.",,,,
16.02,Geospatial Coverage Table,Name,"The name of a place of interest, other than a country, region, or facility.",0..1,text,"For clarity within the text, a hashtag value in the form #word can be used to identify any term that is discoverable within the taxonomy identified in the supporting taxonomy attribute.",The White House,,,
16.03,Geospatial Coverage Table,Name,"The name of a place of interest, other than a country, region, or facility.",0..1,text,"For clarity within the text, a hashtag value in the form #word can be used to identify any term that is discoverable within the taxonomy identified in the supporting taxonomy attribute.",,,,
16.04,Geospatial Coverage Table,Region,The name of a sub-national or transnational geographic or geopolitical region that is a subject of the Resource.,0..1,text,"For clarity within the text, a hashtag value in the form #word can be used to identify any term that is discoverable within the taxonomy identified in the supporting taxonomy attribute.",Mid-Atlantic,,,
16.05,Geospatial Coverage Table,Country Code,A standards-based abbreviation of a country name.,1,,,USA,,,
16.06,Geospatial Coverage Table,qualifier,A vocabulary that specifies the type of that will be supplied.,0..1,text,"The qualifier attribute indicates the type of extent value listed. In the case of data bytes, it may indicate 'byte size'. In the case of a document length, it may indicate 'page count'. In the case of streaming content, it may indicate 'bits per second' or 'frames per second'.",,,,
16.07,Geospatial Coverage Table,value,A standards-based abbreviation of a country name.,0..1,text,A permissible value according to the vocabulary specified in Country Code qualifier.,,,,
16.08,Geospatial Coverage Table,Subdivision Code,An element under geographicIdentifier that is a qualified abbreviation of a region that is not expressed in country code.,1,,"This element can be used to describe such areas that are smaller areas within countries, such as states or provinces. Acceptable values should indicate code vocabularies from acceptable controlled vocabulary codes defining sub divisions, such as the ISO 3166-2 that defines sub division codes.",,,,
16.09,Geospatial Coverage Table,qualifier,An attribute of subDivisionCode that is a vocabulary notation specifying the source of the country abbreviations.,0..1,text,,,,,
16.1,Geospatial Coverage Table,value,An attribute of subDivisionCode that is a standards-based abbreviation of a country name.,0..1,text,,,,,
16.11,Geospatial Coverage Table,Facility Identifier,A specific identification number or point location of a facility or installation.,1,,,,,,
16.12,Geospatial Coverage Table,beNumber,A DIA-specific identification number of a facility or installation according to a gric location system.,0..1,text,See DDMS,,,,
16.13,Geospatial Coverage Table,osuffix,A specific identification number for a facility located at the installation associated by the Facility BE Number.,0..1,text,See DDMS,,,,
16.14,Geospatial Coverage Table,Bounding Box,A wrapper for components containing the bounding longitudes and latitudes for describing a geographic extent. See also ISO 19115.,0..1,,"This component must contain a valid geographic reference using the WGS-84 Coordinate Reference System. It is recommended that the latitudes and longitudes be expressed in decimal degrees in order to provide a standard representation. This component is the wrapper for components Westbound Longitude, Eastbound Longitude, Northbound Latitude and Southbound Latitude.",,,,
16.15,Geospatial Coverage Table,WestBL,The westernmost longitude of the area of interest.,1,double,This component is mandatory if the Geographic Bounding Box is being used to specify a geospatial area of interest. It is recommended that the latitudes and longitudes be expressed in decimal degrees in order to provide a standard representation. This component must use the WGS-84 Coordinate Reference System.,39,,,
16.16,Geospatial Coverage Table,EastBL,The easternmost longitude of the area of interest.,1,double,This component is mandatory if the Geographic Bounding Box is being used to specify a geospatial area of interest. It is recommended that the latitudes and longitudes be expressed in decimal degrees in order to provide a standard representation. This component must use the WGS-84 Coordinate Reference System.,48,,,
16.17,Geospatial Coverage Table,SouthBL,The southernmost latitude of the area of interest.,1,double,This component is mandatory if the Geographic Bounding Box is being used to specify a geospatial area of interest. It is recommended that the latitudes and longitudes be expressed in decimal degrees in order to provide a standard representation. This component must use the WGS-84 Coordinate Reference System.,29,,,
16.18,Geospatial Coverage Table,NorthBL,The northernmost latitude of the area of interest.,1,double,This component is mandatory if the Geographic Bounding Box is being used to specify a geospatial area of interest. It is recommended that the latitudes and longitudes be expressed in decimal degrees in order to provide a standard representation. This component must use the WGS-84 Coordinate Reference System.,38,,,
16.19,Geospatial Coverage Table,Geographic Bounding Geometry,One or more Polygons and Points.,0..1,,This component must contain either a gml:Point or gml:Polygon component. This component must also be used in instances where a bounding polygon is to be specified using a Coordinate Reference System other than WGS-84.,,,,
16.2,Geospatial Coverage Table,Polygon,Specifies a position using a list of coordinates that define the boundary for the geographic extent. See also ISO 19136.,1..many,PolygonType,"The gml:Polygon component is used to describe a closed, geographic area using a list of coordinates (the exterior ring). Exterior rings are specified within LinearRing subcomponents that contain 4 or more gml:pos components used to mark the control points of the polygon. To close the polygon it is necessary that the last coordinate be the same as the first. The gml:Polygon component uses the gml:SRSReferenceGroupSRSNameRequired to provide a set of common attributes to indicate the spatial reference system for the coordinates.",http://metadata.dod.mil/mdr/ns/GSIP/crs/WGS84E_2D,,,
16.21,Geospatial Coverage Table,Point,Specifies a position using a single coordinate tuple. See also ISO 19136.,1..many,PointType,The gml:Point component is used to specify a position using coordinates. The gml:Point component uses the gml:SRSReferenceGroupSRSNameRequired to provide a set of common attributes to indicate the spatial reference system for the coordinates.,,,,
16.22,Geospatial Coverage Table,Postal Address,"A wrapper for postal address components including street, city, state or province, postal code, and country code.",0..1,,"See Street, City, State, Province, Postal Code, and Country Code components.",,,,
16.23,Geospatial Coverage Table,Street,A line of a postal address.,0..6,text,"Use for street number and name, or PO box number, or attention line, or department name. Do not use for city, state, or province name, or for the postal code.",1600 Pennsylvania Avenue NW,,,
16.24,Geospatial Coverage Table,City,A city name.,0..1,text,,Washington,,,
16.25,Geospatial Coverage Table,State/Province,An abbreviation of a state/province.,1,text,,,,,
16.26,Geospatial Coverage Table,Postal Code,"A mailing code designation, such as a ZIP code in the U.S. or a postcode in Britain.",0..1,text,,20500,,,
16.27,Geospatial Coverage Table,Country Code,A standards-based abbreviation of a country name.,0..1,<enumerated list>,,USA,,,
16.28,Geospatial Coverage Table,Vertical Extent,A wrapper for child components used to describe the vertical extent applicable to the Resource.,0..1,,"This component when used must specify a minimum vertical extent and a maximum vertical extent. See Minimum Vertical Extent and Maximum Vertical Extent components. Vertical extent requires two attributes unitOfMeasure, which can have values Fathom, Foot, Inch, Meter, StatuteMile, Kilometer, or NauticalMile, and datum which can have values AGL (Above Ground Level), MSL (Mean Sea Level), or HAE (Height Above Ellipsoid).",,,,
16.29,Geospatial Coverage Table,unit Of Measure,,1,LengthMeasureType,,,,,
16.3,Geospatial Coverage Table,datum,,1,VerticalDatumType,,,,,
16.31,Geospatial Coverage Table,Minimum Vertical Extent,The lowest vertical point within the coverage.,1,VerticalDistanceType,The value of this component must be less than or equal to the value of the Maximum Vertical Extent.,0,,,
16.32,Geospatial Coverage Table,Maximum Vertical Extent,The highest vertical point within the coverage.,1,VerticalDistanceType,The value of this component must be greater than or equal to the value of the Minimum Vertical Extent.,100,,,
16.33,Geospatial Coverage Table,precedence,"Priority claimed or received as a result of preeminence. When used on the element CountryCode, this attribute is used to distinguish the primary focus when an intelligence product covers two or more countries. Permissible values are Primary, Secondary.",0..1,text,,,,,
16.34,Geospatial Coverage Table,order,"Specifies a user-defined order of an element within the given document. All elements in the document which specify the order attribute should be interpreted as entries in a single, ordered list even though they may appear on different elements. Values must be sequential, starting at 1, and may not contain duplicates.",0..1,text,,,,,
16.35,Geospatial Coverage Table,taxonomy,"Specifies a taxonomy identifier pertaining to a domain vocabulary source, which is applicable in describing the Geospatial Coverage component.",0..1,text,"Any component within an MSC-DMS based metacard, which describes or reflects unique semantic information, can be marked by a specific taxonomy identifier to increase semantic interoperability. The value of the taxonomy attribute should match with an identifier value associated within a Related Taxonomy (see Section 5.17). If a taxonomy was identified by the Resource component, one does not need to be identified here unless the taxonomy being used for describing this component is different.",,,,
16.36,Geospatial Coverage Table,Description,Information about the geospatial coverage.,0..1,text,,,,,
16.37,Geospatial Coverage Table,Releasability,Information about the releasability of the title information.,0..1,-- see Releasability Metadata Set,Section 4.23,,,,
16.38,Geospatial Coverage Table,Security,Information about the security of the Resource.,0..1,-- see Security Metadata Set (Sublevel - Optional),Section 4.24,,,,
16.39,Geospatial Coverage Table,other,Specifies other information deemed relevant by the author of the Resource.,0..many,any,,,,,
17,Top Level Table,Metadata Component,Description,Occurs,Values,Comment,Example,,,
17.01,HLA Coverage Table,Certification,Identifies certification level in respect to HLA.,0..1,,,,,,
17.02,HLA Coverage Table,certified,Identifies if the resource has been HLA Certified.,1,"yes, no, waivered",Identifies whether or not Resource was waived from HLA compliance.,yes,,,
17.03,HLA Coverage Table,level,Identifies level of certification.,0..1,text,"Only filled in if 'certified' is yes. For clarity within the text, a hashtag value in the form #word can be used to identify any term that is discoverable within the taxonomy identified in the supporting taxonomy attribute.",Certified with IEEE 1516,,,
17.04,HLA Coverage Table,Date,Specifies date of HLA compliance.,1,date,,2005-10-23,,,
17.05,HLA Coverage Table,Fom Som Used,Specifies what FOM or SOMs are used.,0..*,,"FOM = Federation Object Model, SOM = Simulation Object Model",,,,
17.06,HLA Coverage Table,Name,Specifies the FOM or SOM name.,1,text,,RPR FOM,,,
17.07,HLA Coverage Table,Fom Som URL,Specifies location of FOM or SOM used.,0..1,text,,www.sisostds.org,,,
17.08,HLA Coverage Table,taxonomy,"Specifies a taxonomy identifier pertaining to a domain vocabulary source, which is applicable in describing the HLA Coverage component.",0..1,text,"Any component within an MSC-DMS based metacard, which describes or reflects unique semantic information, can be marked by a specific taxonomy identifier to increase semantic interoperability. The value of the taxonomy attribute should match with an identifier value associated within a Related Taxonomy (see Section 4.16). If taxonomy was identified by the Resource component, one does not need to be identified here unless the taxonomy being used for describing this component is different.",,,,
17.09,HLA Coverage Table,Releasability,Information about the releasability of the title information.,0..1,-- see Releasability Metadata Set,Section 4.23,,,,
17.1,HLA Coverage Table,Security,Information about the security of the Resource.,0..1,-- see Security Metadata Set (Sublevel - Optional),Section 4.24,,,,
17.11,HLA Coverage Table,other,Specifies other information deemed relevant by the author of the Resource.,0..many,any,,,,,
18,Top Level Table,Metadata Component,Description,Occurs,Values,Comment,Example,,,
18.01,VV&A Coverage Table,Type,"Type of VV&A Coverage. Here, it denotes that the Resource information describes a VV&A documentation project.",1,,VV&A Documentation (Project Level Metadata Supplement),VV&A Documentation,,,
18.02,VV&A Coverage Table,value,Value associated to type.,0..1,text,VV&A Documentation (Project Level Metadata Supplement),VV&A Documentation,,,
18.03,VV&A Coverage Table,subtype,Type of VV&A document described by this metadata.,0..1,"Accreditation Plan, V&V Plan, V&V Report, Accreditation Report, Accreditation Decision Letter",(Document Level Metadata Supplement),Accreditation Report,,,
18.04,VV&A Coverage Table,ADS Designation,Identifies Authoritative Data Source Designation.,0..1,"Category I, Category II, Category III, Authoritative - T, Approved - T, Other - T, other text","A data source whose products have undergone producer data verification, validation, and certification activities.",Category I,,,
18.05,VV&A Coverage Table,IntendedUse.value,Description of the intended use of the M&S system. Helps define the context and scope of the VV&A documentation effort.,1,text,"For clarity within the text, a hashtag value in the form #word can be used to identify any term that is discoverable within the taxonomy identified in the supporting taxonomy attribute.",Training Army brigade command staff future planning cell personnel in the rapid decision-making process.,,,
18.06,VV&A Coverage Table,MSSystem.value,Name of the M&S System that is being addressed by the VV&A document described as an M&S Resource.,1,text,"VV&A documents describe planning and execution of VV&A processes in the context of a particular M&S system. For clarity within the text, a hashtag value in the form #word can be used to identify any term that is discoverable within the taxonomy identified in the supporting taxonomy attribute.",RDMP Trainer,,,
18.07,VV&A Coverage Table,ExecutiveSummary.value,"Executive Summary from the VV&A document providing an overview of the document, including synopsis of the major components from all sections of the document, with emphasis on the scope of the respective VV&A activity, M&S requirements, acceptability criteria, methodology of the respective VV&A activity, and issues of the respective VV&A activity.",0..1,text,"For clarity within the text, a hashtag value in the form #word can be used to identify any term that is discoverable within the taxonomy identified in the supporting taxonomy attribute.",text excerpt from the Executive Summary section of the Accreditation Report providing an overview of the document (omitted here to conserve space in the table),,,
18.08,VV&A Coverage Table,POCref,Contact information on other individuals who can provide information about the VV&A document or can provide access to the VV&A document.,1..many,-- see how it is specified in Rights Metadata Set,Identifies a POC reference including id and name.,Samuel Albert Drake (PersonID: 345),,,
18.09,VV&A Coverage Table,taxonomy,"Specifies a taxonomy identifier pertaining to a domain vocabulary source, which is applicable in describing the VV&A Coverage component.",0..1,text,"Any component within an MSC-DMS based metacard, which describes or reflects unique semantic information, can be marked by a specific taxonomy identifier to increase semantic interoperability. The value of the taxonomy attribute should match with an identifier value associated within a Related Taxonomy (see Section 5.17). If a taxonomy was identified by the Resource component, one does not need to be identified here unless the taxonomy being used for describing this component is different.",,,,
18.1,VV&A Coverage Table,Releasability,Information about the releasability of the title information.,0..1,-- see Releasability Metadata Set,Section 4.23,,,,
18.11,VV&A Coverage Table,Security,Information about the security of the Resource.,0..1,-- see Security Metadata Set (Sublevel - Optional),Section 4.24,,,,
18.12,VV&A Coverage Table,other,Specifies other information deemed relevant by the author of the Resource.,0..many,any,,,,,
19,Top Level Table,Metadata Component,Description,Occurs,Values,Comment,Example,,,
19.01,Resource Management Table,type,Type of infrastructure / body responsible for configuration management.,1,"User Group, CCB, Executive Steering Committee, None, text",,CCB,,,
19.02,Resource Management Table,taxonomy,"Specifies a taxonomy identifier pertaining to a domain vocabulary source, which is applicable in describing the Configuration Management component.",0..1,text,"Any component within an MSC-DMS based metacard, which describes or reflects unique semantic information, can be marked by a specific taxonomy identifier to increase semantic interoperability. The value of the taxonomy attribute should match with an identifier value associated within a Related Taxonomy (see Section 4.22). If taxonomy was identified by the Resource component, one does not need to be identified here unless the taxonomy being used for describing this component is different.",,,,
19.03,Resource Management Table,Releasability,Information about the releasability of the title information.,0..1,-- see Releasability Metadata Set,Section 4.23,,,,
19.04,Resource Management Table,Security,Information about the security of the Resource.,0..1,-- see Security Metadata Set (Sublevel – Optional),Section 4.24,,,,
19.05,Resource Management Table,Description,Open narrative used to increase comprehension pertaining to the metadata component.,0..1,text,"For clarity within the text, a hashtag value in the form #word can be used to identify any term that is discoverable within the taxonomy identified in the supporting taxonomy attribute.",Included 35 approved bug fixes based on requirement changes,,,
19.06,Resource Management Table,POCref,Contact information on other individuals who can provide information about the configuration management.,1..many,-- see how it is specified in Rights Metadata Set,Identifies a POC reference including id and name.,John Dillon (PersonID: 345),,,
19.07,Resource Management Table,RecordsManagement,See DDMS 4.0.1 specification for more information.,0..1,-- see DDMS 4.0.1 specification for more information.,,,,,
19.08,Resource Management Table,RevisionRecall,See DDMS 4.0.1 specification for more information.,0..1,-- see DDMS 4.0.1 specification for more information.,,,,,
19.09,Resource Management Table,TaskingInfo,See DDMS 4.0.1 specification for more information.,0..1,-- see DDMS 4.0.1 specification for more information.,,,,,
19.1,Resource Management Table,ProcessingInfo,See DDMS 4.0.1 specification for more information.,0..1,-- see DDMS 4.0.1 specification for more information.,,,,,
19.11,Resource Management Table,other,Specifies other information deemed relevant by the author of the Resource.,0..many,any,,na,,,
20,Top Level Table,Metadata Component,Description,Occurs,Values,Comment,Example,,,
20.01,Related Resource Table,resourceID,Unique identifier associated to the related Resource described elsewhere.,0..1,URI,"A Resource record can be marked by a unique identifier to support cross referencing by other Resources and for the benefit of organizing data by one or more repositories. This should not be confused with version number, or document number.",978-0345341464,outbound,,
20.02,Related Resource Table,title,"A name, or names, assigned to the Resource.",1,text,"Typically, a title will be a name by which the related Resource is formally known. For clarity within the text, a hashtag value in the form #word can be used to identify any term that is discoverable in the value cited in the supporting taxonomy attribute.",Short Range Algorithms,,,
20.03,Related Resource Table,type,Specifies the type of related resource.,1,"software, tool, federation, software_component, service, data, data_model, interface_model, specification, resource_document, other text",Recommended best practice is to select a value from a controlled vocabulary.,support_asset,,,
20.04,Related Resource Table,relationship,Identifies the relationship of the association with the Resource.,0..1,"has-a, is-part-of, is-type-of, is-described-by, other text","Has-a' is used to identify an asset that belongs to (is a part or a member of) the described Resource. In DDMS, this would be marked with a direction of 'inbound' where the relationship direction is from the associated resource to the resource being described.",is-described-by,,,
20.05,Related Resource Table,direction,Identified the direction of the relationship.,0..1,,"If a taxonomy was identified by the Resource component, one does not need to be identified here unless the taxonomy being used for describing this component is different.",outbound,,,
20.06,Related Resource Table,taxonomy,"Specifies a taxonomy identifier pertaining to a domain vocabulary source, which is applicable in describing the Association component.",0..1,text,The value of the taxonomy attribute should match with an identifier value associated within a Related Taxonomy (see Section 5.17).,,,,
20.07,Related Resource Table,Link,Element containing location information for the related resource.,1..many,"An XLink locator element, see also http://www.w3.org/TR/xlink/",See also http://www.w3.org/TR/xlink/#remote-resource,http://www.shortrangealgos.com/BMA1003.xml,,,
20.08,Related Resource Table,type,An attribute of link that identifies the type of xlink element for this ddms:link. The value for the link type attribute is fixed to 'locator.' In DDMS this value indicates that the href attribute value addresses the remote resource being related.,1,text,See also http://www.w3.org/TR/xlink/#link-locators.,locator,,,
20.09,Related Resource Table,href,An attribute of link that specifies a URL to the target related resource.,1,text,See also http://www.w3.org/TR/xlink/#link-semantics.,http://www.shortrangealgos.com/BMA1003.xml,,,
20.1,Related Resource Table,role,"An attribute of link, role is a URI reference that identifies some resource that describes the intended property. When no value is supplied, no particular role value is to be inferred.",0..1,text,See also http://www.w3.org/TR/xlink/#link-semantics.,,,,
20.11,Related Resource Table,title,"An attribute of link used to describe the meaning of a link or resource in a human-readable format, along the same lines as the role or arcrole attribute.",0..1,text,See also http://www.w3.org/TR/xlink/#traversal-atts,,,,
20.12,Related Resource Table,label,"An attribute of link that provides a name for the locator link, providing a way for an XLink arc-type element to refer to it in creating a traversal arc.",0..1,text,Section 4.23,,,,
20.13,Related Resource Table,Releasability,Information about the releasability of the title information.,0..1,-- see Releasability Metadata Set,Section 4.24,--see Table 4.23b for example,,,
20.14,Related Resource Table,Security,Information about the security of the title information.,0..1,-- see Security Metadata Set (Sublevel – Optional),,--see Table 4.24b for example,,,
20.15,Related Resource Table,other,Specifies other information deemed relevant by the author of the Resource.,0..many,any,Follows same format convention as Description – Section 4.4.,,,,
20.16,Related Resource Table,Description,Open narrative used to increase comprehension pertaining to the metadata component.,0..1,text,,,,,
21,Top Level Table,Metadata Component,Description,Occurs,Values,Comment,Example,,,
21.01,Related Taxonomy Table,taxonomyID,The value identifier of the cited taxonomy source.,0..1,text,A unique id should be used to identify the taxonomy source.,tax0001_1_3,,,
21.02,Related Taxonomy Table,value,A named identifier of the cited taxonomy source.,1,text,A name should be used to identify the taxonomy source.,logistics_support,,,
21.03,Related Taxonomy Table,version,"A version of the taxonomy source, if known.",0..1,text,,1.3,,,
21.04,Related Taxonomy Table,Location.value,"The location address which may be used to access the information Resource content, e.g., a URI or file system location.",0..many,anyURI,Used in the same manner as Location pertaining to Source Metadata Set.,http://www.logistics_r_us.com,,,
21.05,Related Taxonomy Table,Description,Open narrative used to increase comprehension pertaining to the metadata component.,0..1,text,"For clarity within the text, a hashtag value in the form #word can be used to identify any term that is discoverable in the value cited in the supporting taxonomy attribute.",Taxonomy identifies all the key terms for support logistics on the battlefield,,,
21.06,Related Taxonomy Table,other,Specifies other information deemed relevant by the author of the Resource.,0..many,any,,na,,,
22,Top Level Table,Metadata Component,Description,Occurs,Values,Comment,Example,,,
22.01,Releasability Table,value,A value assigned to the releasability of the Resource.,1,"A: Unlimited distribution, B: U.S. Govt. agencies only, C: U.S. Govt. agencies and contractors only, D: DoD and DoD contractors only, E: DoD components only, F: As directed by DoD originator, X: Those eligible to obtain export-controlled technical data, other text",,A: Unlimited distribution,,,
22.02,Releasability Table,other,Specifies other information deemed relevant by the author of the Resource.,0..many,any,,na,,,
23,Top Level Table,Metadata Component,Description,Occurs,Values,Comment,Example,,,
23.01,Security Table,excludeFromRollup,An attribute of security that specifies whether the security markings are excluded from rollup procedures for security markings on parent nodes.,1,Must be set to 'true'.,"ONLY APPLICABLE FOR TOPLEVEL ROOT. This is an attribute from the IC ISM markings. Since the security markings are the markings on the data asset described by the DDMS metadata card, they have no bearing on the security releasability of the DDMS record itself and therefore, by definition, are excluded from rollup procedural requirements on the Resource Heading security markings.",TRUE,,,
